Compound_name,Extracted_name,Molecular_weight,Type,Capacity_per_gram_in_mAh,Voltage_in_V,Efficiency_in_percent
LiNi0.475Mn0.475Zr0.05O2,"[{'Li': '1.0', 'Ni': '0.475', 'Mn': '0.475', 'Zr': '0.05', 'O': '2.0'}]",0.0015448911850422875,Cathode,0.05054274395904374,0.3889980353634577,0.9399753899098631
LiNi0.8Co0.15Mn0.05O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Mn': '0.05', 'O': '2.0'}]",0.0015449771316737666,Cathode,0.048015147198044096,0.3889980353634577,0.9399753899098631
LiNi0.990Ti0.010O2,"[{'Li': '1.0', 'Ni': '0.99', 'Ti': '0.01', 'O': '2.0'}]",0.00154567906951471,Cathode,0.040202575391317934,0.3889980353634577,0.9399753899098631
LiCo0.99Al0.01O2,"[{'Li': '1.0', 'Co': '0.99', 'Al': '0.01', 'O': '2.0'}]",0.0015461431006236347,Cathode,0.0018290609288688314,0.3889980353634577,0.9399753899098631
LiNiO2,"[{'Li': '1.0', 'Ni': '1.0', 'O': '2.0'}]",0.0015474264089182636,Cathode,0.0514618700539527,0.4872298624754419,0.9399753899098631
LiNi0.9Co0.1O2,"[{'Li': '1.0', 'Ni': '0.9', 'Co': '0.1', 'O': '2.0'}]",0.0015478137740178874,Cathode,0.044338642818408255,0.3889980353634577,0.9399753899098631
LiCo0.95Mn0.05O2,"[{'Li': '1.0', 'Co': '0.95', 'Mn': '0.05', 'O': '2.0'}]",0.0015480760524707578,Cathode,0.044568424342135496,0.5854616895874263,0.9399753899098631
LiNi0.8Co0.2O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.2', 'O': '2.0'}]",0.0015482011391175113,Cathode,0.047785365674316856,0.7033398821218074,0.7929150951890275
LiCo0.2Ni0.8O2,"[{'Li': '1.0', 'Co': '0.2', 'Ni': '0.8', 'O': '2.0'}]",0.0015482011391175113,Cathode,0.13785972297539498,0.7033398821218074,0.7929150951890275
Co3(PO4)2-coated LiNi0.8Co0.2O2,"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.2', 'O': '2.0'}]",0.0015482011391175113,Cathode,0.04080000735300876,0.7033398821218074,0.7929150951890275
LiNi0.75Co0.25O2,"[{'Li': '1.0', 'Ni': '0.75', 'Co': '0.25', 'O': '2.0'}]",0.0015483948216673232,Cathode,0.03836432320150002,0.5854616895874263,0.9399753899098631
LiNi0.74Co0.26O2,"[{'Li': '1.0', 'Ni': '0.74', 'Co': '0.26', 'O': '2.0'}]",0.0015484335581772855,Cathode,0.04824492872177134,0.3889980353634577,0.9399753899098631
LiCo0.4Ni0.6O2,"[{'Li': '1.0', 'Co': '0.4', 'Ni': '0.6', 'O': '2.0'}]",0.0015489758693167592,Cathode,0.03216022206086453,0.3889980353634577,0.9399753899098631
LiCo0.7Ni0.3O2,"[{'Li': '1.0', 'Co': '0.7', 'Ni': '0.3', 'O': '2.0'}]",0.001550137964615631,Cathode,0.03216022206086453,0.5461689587426325,0.9399753899098631
Li(Co0.75Ni0.25)O2,"[{'Li': '1.0', 'Co': '0.75', 'Ni': '0.25', 'O': '2.0'}]",0.0015503316471654428,Cathode,0.03399847425068245,0.3889980353634577,0.9399753899098631
LCO,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",0.0015513000599145022,Cathode,0.044798205865862736,0.7622789783889979,0.9799917966366211
LiCoO2,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",0.0015513000599145022,Cathode,0.14130644583130358,0.7622789783889979,0.9799917966366211
LiCoO2 / CNT,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",0.0015513000599145022,Cathode,0.03216022206086453,0.7622789783889979,0.9799917966366211
LCO-LFO,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",0.0015513000599145022,Cathode,0.036755852535409334,0.7622789783889979,0.9799917966366211
Lithium cobalt oxide,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",0.0015513000599145022,Cathode,0.03330912967950073,0.7622789783889979,0.9799917966366211
LCO / CNT,"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",0.0015513000599145022,Cathode,0.09328210737231041,0.7622789783889979,0.9799917966366211
LiNi0.975Ga0.025O2,"[{'Li': '1.0', 'Ni': '0.975', 'Ga': '0.025', 'O': '2.0'}]",0.0015518770725108171,Cathode,0.0,0.3889980353634577,0.9399753899098631
Fluorophosphate,"[{'P': '1.0', 'O': '3.0', 'F': '1.0'}]",0.0015528818007379665,Cathode,0.022968961111774922,0.3889980353634577,0.9399753899098631
Na0.4Mn0.54Co0.46O2,"[{'Na': '0.4', 'Mn': '0.54', 'Co': '0.46', 'O': '2.0'}]",0.0015528930988867057,Cathode,0.03330912967950073,0.3889980353634577,0.8799507798197261
Li1.5Ni0.25Mn0.75O2+d,"[{'Li': '1.5', 'Ni': '0.25', 'Mn': '0.75', 'O': '2.0'}]",0.0015579780728298936,Cathode,0.03652607101168209,0.3889980353634577,0.9399753899098631
Li1.5Mn0.75Ni0.15Co0.10O2+Î´,"[{'Li': '1.5', 'Mn': '0.75', 'Ni': '0.15', 'Co': '0.1', 'O': '2.0'}]",0.0015583654379295172,Cathode,0.014903629628948796,0.3889980353634577,0.9399753899098631
Na0.44Mn0.6Ni0.4O2,"[{'Na': '0.44', 'Mn': '0.6', 'Ni': '0.4', 'O': '2.0'}]",0.001562317368956305,Cathode,0.03356188935560069,0.7819253438113948,0.9399753899098631
Li0.946Ca0.027CoO2,"[{'Li': '0.946', 'Ca': '0.027', 'Co': '1.0', 'O': '2.0'}]",0.0015627167746544422,Cathode,0.04086894181012693,0.8408644400785853,0.9399753899098631
K0.3MnO2,"[{'K': '0.3', 'Mn': '1.0', 'O': '2.0'}]",0.001564121844712053,Cathode,0.031241095965955566,0.7819253438113948,0.9399753899098631
FeP @ C,"[{'Fe': '1.0', 'P': '1.0'}, {'C': '1.0'}]",0.0015667785236869734,Anode,0.08340150185203908,0.20825147347740663,0.49979491591552533
FeP @ C / CNTs,"[{'Fe': '1.0', 'P': '1.0', 'C': '1.0'}]",0.0015667785236869734,Anode,0.11235397384167134,0.20825147347740663,0.49979491591552533
Na0.5Ni0.23Fe0.13Mn0.63O2,"[{'Na': '0.5', 'Ni': '0.23', 'Fe': '0.13', 'Mn': '0.63', 'O': '2.0'}]",0.0015673140559372034,Cathode,0.013777700162685319,0.3889980353634577,0.9399753899098631
SVO,"[{'S': '1.0', 'V': '1.0', 'O': '1.0'}]",0.0015695304299155515,Cathode,0.05743618967086094,0.2907662082514734,0.9399753899098631
Si / Co / C,"[{'Si': '1.0'}, {'Co': '1.0'}, {'C': '1.0'}]",0.0015699904259713548,Anode,0.14015753821266738,0.3889980353634577,0.9399753899098631
Na0.5Ni0.25Mn0.75O2,"[{'Na': '0.5', 'Ni': '0.25', 'Mn': '0.75', 'O': '2.0'}]",0.0015754902033753898,Cathode,0.041351483009954136,0.3889980353634577,0.9399753899098631
FeS @ C,"[{'Fe': '1.0', 'S': '1.0'}, {'C': '1.0'}]",0.0015843067944449542,Anode,0.06768444562909585,0.3889980353634577,0.9399753899098631
Na0.67Ni0.25Mg0.1Mn0.65O2,"[{'Na': '0.67', 'Ni': '0.25', 'Mg': '0.1', 'Mn': '0.65', 'O': '2.0'}]",0.0015891286829246474,Cathode,0.014467044733867038,0.3889980353634577,0.9399753899098631
Na0.80Li0.12Ni0.22Mn0.66O2,"[{'Na': '0.8', 'Li': '0.12', 'Ni': '0.22', 'Mn': '0.66', 'O': '2.0'}]",0.001592027303684708,Cathode,0.027105028538865244,0.8212180746561886,0.9399753899098631
Si / Ge,"[{'Si': '1.0'}, {'Ge': '1.0'}]",0.0015972028242199328,Anode,0.3952150295499039,0.3889980353634577,0.9799917966366211
Na0.6MnO2,"[{'Na': '0.6', 'Mn': '1.0', 'O': '2.0'}]",0.0015974449274071976,Cathode,0.04594711348449894,0.8408644400785853,0.9399753899098631
KOH / CNF,"[{'K': '1.0', 'O': '1.0', 'H': '1.0'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",0.00160375575048857,Anode,0.028024154633774206,0.3889980353634577,0.9399753899098631
Na0.6Co0.1Mn0.9O2,"[{'Na': '0.6', 'Co': '0.1', 'Mn': '0.9', 'O': '2.0'}]",0.0016038929422946867,Cathode,0.04295995367604482,0.3889980353634577,0.9399753899098631
Na0.75Mn0.7Ni0.23O2,"[{'Na': '0.75', 'Mn': '0.7', 'Ni': '0.23', 'O': '2.0'}]",0.001604974175129012,Cathode,0.06157225709795126,0.7033398821218074,0.42976620414369887
Na0.75Mn0.70Ni0.23O2,"[{'Na': '0.75', 'Mn': '0.7', 'Ni': '0.23', 'O': '2.0'}]",0.001604974175129012,Cathode,0.059044660336951625,0.7033398821218074,0.42976620414369887
TiOF2,"[{'Ti': '1.0', 'O': '1.0', 'F': '2.0'}]",0.0016157156479394575,Anode,0.04709602110313514,0.3889980353634577,0.9399753899098631
VOCl,"[{'V': '1.0', 'O': '1.0', 'Cl': '1.0'}]",0.0016242457502374252,Cathode,0.028644564747837754,0.3889980353634577,0.9399753899098631
Li / CuS,"[{'Li': '1.0'}, {'Cu': '1.0', 'S': '1.0'}]",0.0016267555532787383,Cathode,0.12889824355003263,0.3889980353634577,0.9399753899098631
Na0.67Fe0.5Mn0.5O2,"[{'Na': '0.67', 'Fe': '0.5', 'Mn': '0.5', 'O': '2.0'}]",0.0016307389577198705,Cathode,0.03140194303256463,0.3889980353634577,0.9399753899098631
CNT / CoS @ C,"[{'Co': '1.0', 'S': '1.0', 'C': '1.0'}]",0.0016341477705965608,Anode,0.07834630833003979,0.5854616895874263,0.9959983593273242
Na0.7MnO2,"[{'Na': '0.7', 'Mn': '1.0', 'O': '2.0'}]",0.0016345512759086689,Cathode,0.032367025432219046,0.7622789783889979,0.9399753899098631
Na0.67Co0.25Mn0.65Cr0.10O2,"[{'Na': '0.67', 'Co': '0.25', 'Mn': '0.65', 'Cr': '0.1', 'O': '2.0'}]",0.0016347909580640614,Cathode,0.01975201977959356,0.3889980353634577,0.9399753899098631
Na0.67Co0.25Mn0.75O2,"[{'Na': '0.67', 'Co': '0.25', 'Mn': '0.75', 'O': '2.0'}]",0.0016395394085769507,Cathode,0.012120975376611916,0.4675834970530451,0.9399753899098631
Na0.8Li0.1Ni0.31Mn0.62O2,"[{'Na': '0.8', 'Li': '0.1', 'Ni': '0.31', 'Mn': '0.62', 'O': '2.0'}]",0.001639577176674164,Cathode,0.01837333063723012,0.8605108055009822,0.7599015596394522
Na0.67Ni0.33Mn0.67O2,"[{'Na': '0.67', 'Ni': '0.33', 'Mn': '0.67', 'O': '2.0'}]",0.0016434195156581836,Cathode,0.03216022206086453,0.8801571709233791,0.9399753899098631
GeP,"[{'Ge': '1.0', 'P': '1.0'}]",0.0016438318980871577,Anode,0.11947720107721578,0.4872298624754419,0.7799097630028312
Na0.67Mn0.65Ni0.2Co0.15O2,"[{'Na': '0.67', 'Mn': '0.65', 'Ni': '0.2', 'Co': '0.15', 'O': '2.0'}]",0.001645212693265192,Cathode,0.021360490445684242,0.2907662082514734,0.9399753899098631
OH-S @ MnO2,"[{'O': '1.0', 'H': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",0.001649303430119345,Cathode,0.2653884686440132,0.45776031434184666,1.0
Na0.66Co0.5Mn0.5O2,"[{'Na': '0.66', 'Co': '0.5', 'Mn': '0.5', 'O': '2.0'}]",0.0016519488109455265,Cathode,0.0358597045928731,0.3889980353634577,0.9399753899098631
Li1.4Ni0.3Mn0.7O2.4,"[{'Li': '1.4', 'Ni': '0.3', 'Mn': '0.7', 'O': '2.4'}]",0.0016530979940744108,Cathode,0.07572679895954926,0.8408644400785853,0.9399753899098631
Li2NiO2,"[{'Li': '2.0', 'Ni': '1.0', 'O': '2.0'}]",0.0016594394835595034,Cathode,0.07742718223513083,0.3889980353634577,0.9399753899098631
GeO2,"[{'Ge': '1.0', 'O': '2.0'}]",0.0016603594756711103,Anode,0.037904760154045536,0.3889980353634577,0.9899958983183106
GeO2-CNF,"[{'Ge': '1.0', 'O': '2.0'}]",0.0016603594756711103,Anode,0.23689555970183548,0.3889980353634577,0.9899958983183106
SiO2 @ CNF,"[{'Si': '1.0', 'O': '2.0'}, {'C': '1.0', 'N': '1.0', 'F': '1.0'}]",0.001667961515751229,Anode,0.1877223136242061,0.3889980353634577,0.9399753899098631
Na0.95Cr0.95Ti0.05O2,"[{'Na': '0.95', 'Cr': '0.95', 'Ti': '0.05', 'O': '2.0'}]",0.001676500495166063,Cathode,0.02388808720668388,0.3889980353634577,0.9399753899098631
LiVO3,"[{'Li': '1.0', 'V': '1.0', 'O': '3.0'}]",0.0016805428113827632,Cathode,0.05743618967086094,0.3889980353634577,0.9399753899098631
Li1.5Ni0.25Mn0.75O2.5,"[{'Li': '1.5', 'Ni': '0.25', 'Mn': '0.75', 'O': '2.5'}]",0.0016870917025982794,Cathode,0.004586439213595713,0.3889980353634577,0.9399753899098631
K0.5MnO2,"[{'K': '0.5', 'Mn': '1.0', 'O': '2.0'}]",0.0016903318502545083,Cathode,0.025266776349047324,0.2907662082514734,0.9399753899098631
K0.45Mn0.5Co0.5O2,"[{'K': '0.45', 'Mn': '0.5', 'Co': '0.5', 'O': '2.0'}]",0.001691019423306341,Cathode,0.01906267520841184,0.7622789783889979,0.9399753899098631
NbN,"[{'Nb': '1.0', 'N': '1.0'}]",0.001697239861197801,Anode,0.06892526585722294,0.3889980353634577,0.9399753899098631
K0.5[Mn0.8Fe0.1Ni0.1]O2,"[{'K': '0.5', 'Mn': '0.8', 'Fe': '0.1', 'Ni': '0.1', 'O': '2.0'}]",0.0016978564173147023,Cathode,0.027564591586319725,0.7622789783889979,0.9399753899098631
NaCrO2,"[{'Na': '1.0', 'Cr': '1.0', 'O': '2.0'}]",0.0016983858162841882,Cathode,0.028253936157501446,0.5854616895874263,0.5498154243239729
Na0.7CoO2,"[{'Na': '0.7', 'Co': '1.0', 'O': '2.0'}]",0.0016990314247835613,Cathode,0.022968961111774922,0.3889980353634577,0.9399753899098631
FeOCl,"[{'Fe': '1.0', 'O': '1.0', 'Cl': '1.0'}]",0.00170338928215433,Cathode,0.03560694491677313,0.6836935166994105,0.9399753899098631
Li2S / KB / C,"[{'Li': '2.0', 'S': '1.0'}, {'K': '1.0', 'B': '1.0'}, {'C': '1.0'}]",0.0017125085022079757,Cathode,0.09190341822994696,0.40864440078585457,1.0
Zn0.76Co0.24S @ C,"[{'Zn': '0.76', 'Co': '0.24', 'S': '1.0'}, {'C': '1.0'}]",0.001713230292510275,Anode,0.13303431097712295,0.3889980353634577,0.9399753899098631
NVP / C,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}, {'C': '1.0'}]",0.001713710948038058,Cathode,0.023198742635502163,0.4282907662082514,0.9899958983183106
NVP @ C,"[{'N': '1.0', 'V': '1.0', 'P': '1.0'}, {'C': '1.0'}]",0.001713710948038058,Cathode,0.02558847048226546,0.4282907662082514,0.9899958983183106
NVPC-800,"[{'N': '1.0', 'V': '1.0', 'P': '1.0', 'C': '1.0'}]",0.001713710948038058,Cathode,0.01676485997113944,0.4282907662082514,0.9899958983183106
Na0.74CoO2,"[{'Na': '0.74', 'Co': '1.0', 'O': '2.0'}]",0.00171387396418415,Cathode,0.024577431777865602,0.3889980353634577,0.9399753899098631
Si @ TiO2,"[{'Si': '1.0'}, {'Ti': '1.0', 'O': '2.0'}]",0.0017139772615440496,Anode,0.6263982205718802,0.4872298624754419,0.9399753899098631
CS3,"[{'C': '1.0', 'S': '3.0'}]",0.0017178670527527727,Cathode,0.05470178953850679,0.3889980353634577,0.9399753899098631
NaNi0.5Ti0.5O2,"[{'Na': '1.0', 'Ni': '0.5', 'Ti': '0.5', 'O': '2.0'}]",0.001719109849114066,Cathode,0.0188328936846846,0.3889980353634577,0.9399753899098631
Na @ NaPS-3,"[{'Na': '1.0'}, {'Na': '1.0', 'P': '1.0', 'S': '1.0'}]",0.0017311504476273751,Anode,0.02434765025413836,0.3889980353634577,0.9399753899098631
ZnS / C,"[{'Zn': '1.0', 'S': '1.0'}, {'C': '1.0'}]",0.0017382037204830266,Anode,0.06157225709795126,0.005893909626719056,0.9399753899098631
LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",0.001742932802740935,Anode,0.036985634059136574,0.15324165029469544,0.9099630848647946
Lithium titanate,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",0.001742932802740935,Anode,0.040202575391317934,0.15324165029469544,0.9099630848647946
LNMO @ LTO-2,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",0.001742932802740935,Cathode,0.028024154633774206,0.15324165029469544,0.9099630848647946
LTO-TO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",0.001742932802740935,Anode,0.03974301234386345,0.15324165029469544,0.9099630848647946
CNT / LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",0.001742932802740935,Anode,0.03445803729813693,0.15324165029469544,0.9099630848647946
Li2TiO3âLiCrO2,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",0.001742932802740935,Cathode,0.04663645805568066,0.15324165029469544,0.9099630848647946
HEM-Li2O / LTO,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",0.001742932802740935,Cathode,0.040202575391317934,0.15324165029469544,0.9099630848647946
Na0.67Ni0.33Mn0.57Sn0.1O2,"[{'Na': '0.67', 'Ni': '0.33', 'Mn': '0.57', 'Sn': '0.1', 'O': '2.0'}]",0.0017463488787132432,Cathode,0.035652901221518575,0.3889980353634577,0.9399753899098631
NaNi0.35Mn0.35Fe0.3O2,"[{'Na': '1.0', 'Ni': '0.35', 'Mn': '0.35', 'Fe': '0.3', 'O': '2.0'}]",0.0017714743474875974,Cathode,0.06892526585722294,0.3889980353634577,0.9399753899098631
NaNi0.5Mn0.5O2,"[{'Na': '1.0', 'Ni': '0.5', 'Mn': '0.5', 'O': '2.0'}]",0.0017761735703524096,Cathode,0.028713499204955924,0.19253438113948915,0.9399753899098631
S @ TiO2 / GA-1,"[{'S': '1.0', 'Ti': '1.0', 'O': '2.0'}]",0.0017781346061692554,Cathode,0.19967095285802258,0.3889980353634577,0.9399753899098631
S @ TiO2 / GA-2,"[{'S': '1.0', 'Ti': '1.0', 'O': '2.0'}]",0.0017781346061692554,Cathode,0.2267851726578369,0.3889980353634577,0.9399753899098631
TiO2 / S,"[{'Ti': '1.0', 'O': '2.0'}, {'S': '1.0'}]",0.0017781346061692554,Cathode,0.15876984163457383,0.3889980353634577,0.9399753899098631
Fe0.92Mn0.08Si2,"[{'Fe': '0.92', 'Mn': '0.08', 'Si': '2.0'}]",0.0017784160914749822,Anode,0.04824492872177134,0.3889980353634577,0.9399753899098631
TiS2,"[{'Ti': '1.0', 'S': '2.0'}]",0.0017791352993432837,Cathode,0.027564591586319725,0.4872298624754419,0.9399753899098631
TiS2 / carbon,"[{'Ti': '1.0', 'S': '2.0'}]",0.0017791352993432837,Cathode,0.04594711348449894,0.4872298624754419,0.9399753899098631
NaNi0.5Fe0.5O2,"[{'Na': '1.0', 'Ni': '0.5', 'Fe': '0.5', 'O': '2.0'}]",0.0017834931567140527,Cathode,0.043419516723499293,0.8212180746561886,0.9399753899098631
FeF3,"[{'Fe': '1.0', 'F': '3.0'}]",0.0017928867603799318,Cathode,0.05444902986240682,0.2907662082514734,0.9399753899098631
PVP,"[{'P': '2.0', 'V': '1.0'}]",0.0017937018411103903,Cathode,0.04594711348449894,0.3889980353634577,0.9559819526005662
PVP @ S-SACNT,"[{'P': '2.0', 'V': '1.0'}]",0.0017937018411103903,Cathode,0.19668379304956846,0.3889980353634577,0.9559819526005662
PVP-CNF,"[{'P': '2.0', 'V': '1.0'}]",0.0017937018411103903,Anode,0.21421612330995687,0.3889980353634577,0.9559819526005662
Na[Ni0.6Co0.2Mn0.2]O2,"[{'Na': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",0.0017951302499152535,Cathode,0.03468781882186417,0.3889980353634577,0.9399753899098631
Fe0.9Co0.1F3Â·0.5H2O,"[{'Fe': '0.9', 'Co': '0.1', 'F': '3.0'}]",0.0017978708579950925,Cathode,0.01952223825586632,0.3889980353634577,0.9399753899098631
NVPF,"[{'N': '1.0', 'V': '1.0', 'P': '1.0', 'F': '1.0'}]",0.0018264826126660617,Cathode,0.026415683967683522,0.6444007858546168,0.9399753899098631
VS2,"[{'V': '1.0', 'S': '2.0'}]",0.0018287583826263518,Cathode,0.3157106223402788,0.2907662082514734,0.9399753899098631
VS2-GO,"[{'V': '1.0', 'S': '2.0'}]",0.0018287583826263518,Cathode,0.033538911203227974,0.2907662082514734,0.9399753899098631
FeCO3,"[{'Fe': '1.0', 'C': '1.0', 'O': '3.0'}]",0.001841533360807698,Anode,0.41267842535317417,0.3889980353634577,0.9399753899098631
Ni0.25Mn0.75CO3,"[{'Ni': '0.25', 'Mn': '0.75', 'C': '1.0', 'O': '3.0'}]",0.0018420458125540753,Anode,0.23252971075101792,0.3889980353634577,0.9399753899098631
Li2MnO3,"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",0.001857060245217622,Cathode,0.008033162069504315,0.6404715127701374,0.9399753899098631
0.5Li2MnO3Â·0.5LiNi0.33Co0.33Mn0.,"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",0.001857060245217622,Cathode,0.041236592248090516,0.6404715127701374,0.9399753899098631
NiCo,"[{'Ni': '1.0', 'Co': '1.0'}]",0.0018701499575424125,Cathode,0.02411786873041112,0.3889980353634577,0.9399753899098631
B2S3,"[{'B': '2.0', 'S': '3.0'}]",0.0018729583545146855,Anode,0.10040533460785485,0.3889980353634577,0.9399753899098631
Li5AlSi2,"[{'Li': '5.0', 'Al': '1.0', 'Si': '2.0'}]",0.0018737976455638708,Anode,0.20679418009356704,0.3889980353634577,0.9399753899098631
CoCO3,"[{'Co': '1.0', 'C': '1.0', 'O': '3.0'}]",0.0018913743369593046,Anode,0.23161058465610895,0.1846758349705304,0.7518982782941006
S @ MnO2,"[{'S': '1.0'}, {'Mn': '1.0', 'O': '2.0'}]",0.0018922620486459425,Cathode,0.1746247667717534,0.40864440078585457,0.9399753899098631
CuFe-500,"[{'Cu': '1.0', 'Fe': '1.0'}]",0.0018986374325772523,Anode,0.04470629325637184,0.3889980353634577,0.9399753899098631
TiO2-NWs-C / Si / C,"[{'Ti': '1.0', 'O': '2.0'}, {'Si': '1.0'}, {'C': '1.0'}]",0.0019078373536933193,Anode,0.5055101609389792,0.3889980353634577,0.9399753899098631
Si / C @ TiO2,"[{'Si': '1.0'}, {'C': '1.0', 'Ti': '1.0', 'O': '2.0'}]",0.0019078373536933195,Anode,0.24080184560519857,0.6051080550098231,0.9399753899098631
FeS2,"[{'Fe': '1.0', 'S': '2.0'}]",0.001907901914543257,Cathode,0.03229809097510087,0.3300589390962671,0.9399753899098631
FeS2 @ S-C,"[{'Fe': '1.0', 'S': '2.0'}]",0.001907901914543257,Anode,0.022968961111774922,0.3300589390962671,0.9399753899098631
RGO @ FeS2,"[{'Fe': '1.0', 'S': '2.0'}]",0.001907901914543257,Anode,0.12292392393312437,0.3300589390962671,0.9399753899098631
MoC / C,"[{'Mo': '1.0', 'C': '1.0'}, {'C': '1.0'}]",0.001908014896030647,Anode,0.1704886993446631,0.3889980353634577,0.9399753899098631
LiMnBO3,"[{'Li': '1.0', 'Mn': '1.0', 'B': '1.0', 'O': '3.0'}]",0.0019195228675319735,Cathode,0.05100230700649822,0.4872298624754419,0.9399753899098631
PVK,"[{'P': '1.0', 'V': '1.0', 'K': '1.0'}]",0.0019248249273330752,Cathode,0.01400748168641256,0.8212180746561886,0.9399753899098631
ZnS / C @ C,"[{'Zn': '1.0', 'S': '1.0'}, {'C': '2.0'}]",0.0019320638126322969,Anode,0.17255673305820823,0.3889980353634577,0.9399753899098631
LTO / C,"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}, {'C': '1.0'}]",0.001936792894890205,Anode,0.024255737644647463,0.3889980353634577,0.9399753899098631
MnVO,"[{'Mn': '1.0', 'V': '1.0', 'O': '1.0'}]",0.0019387862111320195,Anode,0.17278651458193547,0.03536345776031433,0.3787452855670825
Ni / Cu,"[{'Ni': '1.0'}, {'Cu': '1.0'}]",0.00194460475773262,Cathode,0.009182069688140516,0.5068762278978388,0.9399753899098631
LiMn0.5Co0.5BO3,"[{'Li': '1.0', 'Mn': '0.5', 'Co': '0.5', 'B': '1.0', 'O': '3.0'}]",0.0019517629419694197,Cathode,0.025266776349047324,0.3889980353634577,0.9399753899098631
NiS2-40,"[{'Ni': '1.0', 'S': '2.0'}]",0.0019538692396986247,Cathode,0.18243733857847957,0.0943025540275049,0.9399753899098631
NiS2 / Câsulfur,"[{'Ni': '1.0', 'S': '2.0'}]",0.0019538692396986247,Cathode,0.13073649573985055,0.0943025540275049,0.9399753899098631
NiS2âC,"[{'Ni': '1.0', 'S': '2.0'}]",0.0019538692396986247,Cathode,0.21621522256638387,0.0943025540275049,0.9399753899098631
NiS2,"[{'Ni': '1.0', 'S': '2.0'}]",0.0019538692396986247,Cathode,0.15026792525666596,0.0943025540275049,0.9399753899098631
CoS2,"[{'Co': '1.0', 'S': '2.0'}]",0.0019577428906948635,Cathode,0.1918583810512964,0.3889980353634577,0.9399753899098631
CoS2 / rGO-S,"[{'Co': '1.0', 'S': '2.0'}]",0.0019577428906948635,Cathode,0.22827875256206398,0.3889980353634577,0.9399753899098631
CoS2 / graphene,"[{'Co': '1.0', 'S': '2.0'}]",0.0019577428906948635,Cathode,0.31433193319791536,0.3889980353634577,0.9399753899098631
CoS2-NC,"[{'Co': '1.0', 'S': '2.0'}]",0.0019577428906948635,Cathode,0.16129743839557348,0.3889980353634577,0.9399753899098631
Li(Fe0.5Co0.5)BO3,"[{'Li': '1.0', 'Fe': '0.5', 'Co': '0.5', 'B': '1.0', 'O': '3.0'}]",0.0019590825283310625,Cathode,0.027564591586319725,0.3889980353634577,0.9399753899098631
HPHC / Se,"[{'H': '2.0', 'P': '1.0', 'C': '1.0'}, {'Se': '1.0'}]",0.0019725757459679613,Cathode,0.10523074660612688,0.3889980353634577,0.9399753899098631
NCF / Se,"[{'N': '1.0', 'C': '1.0', 'F': '1.0'}, {'Se': '1.0'}]",0.001972817849155226,Cathode,0.05398946681495234,0.3889980353634577,0.9399753899098631
CNF / Se,"[{'C': '1.0', 'N': '1.0', 'F': '1.0'}, {'Se': '1.0'}]",0.001972817849155226,Cathode,0.13762994145166774,0.3889980353634577,0.9399753899098631
Si @ AlF3 @ C,"[{'Si': '1.0'}, {'Al': '1.0', 'F': '3.0'}, {'C': '1.0'}]",0.001974189767216394,Anode,0.3676412467026351,0.3889980353634577,0.9399753899098631
Sulfur / C3N4,"[{'S': '1.0'}, {'C': '3.0', 'N': '4.0'}]",0.001974980637628126,Cathode,0.1654335058226638,0.40864440078585457,0.9399753899098631
LiCoBO3,"[{'Li': '1.0', 'Co': '1.0', 'B': '1.0', 'O': '3.0'}]",0.001984003016406866,Cathode,0.02250939806432044,0.7819253438113948,0.9399753899098631
S @ Ni(OH)2,"[{'S': '1.0'}, {'O': '2.0', 'H': '2.0', 'Ni': '1.0'}]",0.0019854072148930025,Cathode,0.1201665456483975,0.5854616895874263,0.9399753899098631
FeF3 / C,"[{'Fe': '1.0', 'F': '3.0'}, {'C': '1.0'}]",0.0019867468525292015,Cathode,0.1631356905853914,0.2907662082514734,0.9399753899098631
